meeting_id,meeting_type,date,duration_minutes,num_participants,transcript,transcript_length,num_utterances,avg_sentiment,sentiment_std,agenda_clear,on_time_start,stayed_on_topic,avg_speaking_time,participation_balance,questions_asked,action_items,decisions_made,usefulness_rating,action_completion_rate,effectiveness_score
MTG00695,Retrospective,2025-06-20,95,10,That's a really innovative approach. We're going in circles on this topic. I disagree with this direction completely. I'm excited about this direction. Let's move forward. We've discussed this several times already. I'll send out the meeting notes later. Great idea! Let's explore that further. Can everyone see the presentation? I'll send out the meeting notes later. We've discussed this several times already. Let's move to the next topic. We're going in circles on this topic. Let me share my scr...,1822,45,0.505,0.205,1,1,0.509,9.5,0.897,3,3,1,4.1,0.537,72.3
MTG00696,Planning,2025-05-17,65,4,Can everyone see the presentation? This meeting could have been an email. Excellent point. I hadn't considered that. We should schedule a follow-up meeting. I disagree with this direction completely. I'm concerned about the timeline here. Great idea! Let's explore that further. I'll send out the meeting notes later. I'll take the action item to follow up. Here are the key metrics from last week. I appreciate everyone's input today. I'm concerned about the timeline here. The project timeline is o...,1368,34,0.506,0.208,1,0,0.794,16.25,0.896,1,3,2,3.9,0.678,69.4
MTG00697,Brainstorming,2025-05-15,36,5,Here are the key metrics from last week. This doesn't align with our objectives. Here are the key metrics from last week. I agree with this approach. It makes sense. I'll take the action item to follow up. The deadline for this is next Friday. Great idea! Let's explore that further. I'll take the action item to follow up. Excellent point. I hadn't considered that. Let me share my screen to show the data. We've discussed this several times already. I'll send out the meeting notes later. The deadl...,772,19,0.497,0.175,1,1,0.456,7.2,0.913,2,2,5,3.7,0.567,69.0
MTG00698,Retrospective,2025-05-13,45,3,I appreciate everyone's input today. I agree with this approach. It makes sense. I don't think we have enough information to decide. Excellent point. I hadn't considered that. We should have resolved this weeks ago. The deadline for this is next Friday. The deadline for this is next Friday. We've discussed this several times already. This solution addresses our concerns perfectly. Let's move to the next topic. This seems like a waste of time honestly. I'll send out the meeting notes later. I dis...,800,20,0.431,0.205,1,0,0.285,15.0,0.898,0,2,3,3.1,0.466,53.2
MTG00699,Review,2025-05-21,39,3,I'll take the action item to follow up. We're making great progress on this. We should schedule a follow-up meeting. Can everyone see the presentation? I'll send out the meeting notes later. Great idea! Let's explore that further. Can everyone see the presentation? I'm not sure this is the right approach. I'll send out the meeting notes later. We should schedule a follow-up meeting. This is exactly what we need. Well done. I'm not sure this is the right approach. Let me share my screen to show t...,1105,28,0.49,0.22,1,1,0.903,13.0,0.89,1,4,2,4.4,0.708,83.7
MTG00700,Retrospective,2025-06-10,47,5,Let's move to the next topic. I'm excited about this direction. Let's move forward. Excellent point. I hadn't considered that. We should schedule a follow-up meeting. Excellent point. I hadn't considered that. Can everyone see the presentation? We should schedule a follow-up meeting. I'll send out the meeting notes later. Can everyone see the presentation? This is exactly what we need. Well done. We should schedule a follow-up meeting. Excellent point. I hadn't considered that. We should have re...,1079,27,0.476,0.205,1,1,0.581,9.4,0.898,3,4,0,4.0,0.654,75.5
MTG00701,Retrospective,2025-08-30,46,3,The project timeline is on track. I'm excited about this direction. Let's move forward. I appreciate everyone's input today. I'm not sure this is the right approach. We've discussed this several times already. Here are the key metrics from last week. We've discussed this several times already. I'll take the action item to follow up. Can everyone see the presentation? I'm excited about this direction. Let's move forward. I'm concerned about the timeline here. I disagree with this direction comple...,1212,30,0.489,0.247,1,0,0.676,15.33,0.877,0,4,0,3.9,0.658,67.8
MTG00702,Retrospective,2025-08-21,37,3,Can everyone see the presentation? We're going in circles on this topic. Here are the key metrics from last week. I'll take the action item to follow up. I appreciate everyone's input today. Here are the key metrics from last week. This meeting could have been an email. Here are the key metrics from last week. I don't think we have enough information to decide. We've discussed this several times already. This seems like a waste of time honestly. We should schedule a follow-up meeting. Here are t...,975,23,0.53,0.237,1,1,0.674,12.33,0.881,2,2,2,3.6,0.596,74.7
MTG00703,One-on-One,2025-09-10,46,2,The project timeline is on track. Let me share my screen to show the data. We have three items on the agenda today. We have three items on the agenda today. This meeting could have been an email. This is exactly what we need. Well done. Excellent point. I hadn't considered that. I'll send out the meeting notes later. Let me share my screen to show the data. I'll take the action item to follow up. We should schedule a follow-up meeting. I'll send out the meeting notes later. The project timeline ...,1033,26,0.527,0.208,1,1,0.656,23.0,0.896,1,1,1,3.8,0.722,72.4
MTG00704,Status Update,2025-10-08,5,5,I think we've reached a good decision here. We're making great progress on this. Excellent point. I hadn't considered that. I agree with this approach. It makes sense. This solution addresses our concerns perfectly. I'll take the action item to follow up. Here are the key metrics from last week. We have three items on the agenda today. We have three items on the agenda today. I'm excited about this direction. Let's move forward....,432,10,0.572,0.221,1,0,0.815,1.0,0.889,2,0,1,4.3,,65.2
MTG00705,All-Hands,2025-05-30,47,55,Great idea! Let's explore that further. We're making great progress on this. Can everyone see the presentation? I disagree with this direction completely. This doesn't align with our objectives. Great idea! Let's explore that further. We should have resolved this weeks ago. I'll take the action item to follow up. I'll send out the meeting notes later. This solution addresses our concerns perfectly. We've discussed this several times already. We have three items on the agenda today. The project t...,921,23,0.551,0.211,0,1,0.732,0.85,0.894,13,5,4,3.6,0.607,62.7
MTG00706,Standup,2025-11-01,0,3,Here are the key metrics from last week. Let me share my screen to show the data. We're going in circles on this topic. Excellent point. I hadn't considered that. This doesn't align with our objectives. This is exactly what we need. Well done....,243,6,0.484,0.224,1,0,0.566,0.0,0.888,1,6,1,3.2,0.489,67.1
MTG00707,Review,2025-10-27,69,4,I'll take the action item to follow up. I'll take the action item to follow up. Excellent point. I hadn't considered that. This doesn't align with our objectives. I'm excited about this direction. Let's move forward. We're making great progress on this. Let me share my screen to show the data. We should have resolved this weeks ago. Excellent point. I hadn't considered that. I think we've reached a good decision here. This doesn't align with our objectives. Let me share my screen to show the dat...,1248,30,0.551,0.241,1,1,0.501,17.25,0.88,0,1,3,4.0,0.62,68.7
MTG00708,Retrospective,2025-09-28,75,5,We have three items on the agenda today. This is exactly what we need. Well done. I appreciate everyone's input today. We have three items on the agenda today. This seems like a waste of time honestly. I'm concerned about the timeline here. The deadline for this is next Friday. Can everyone see the presentation? I disagree with this direction completely. I disagree with this direction completely. The project timeline is on track. This meeting could have been an email. I think we've reached a goo...,1331,33,0.524,0.207,1,0,0.552,15.0,0.896,0,1,1,3.7,0.524,59.7
MTG00709,Brainstorming,2025-08-03,57,5,We should schedule a follow-up meeting. We have three items on the agenda today. Here are the key metrics from last week. We have three items on the agenda today. This is exactly what we need. Well done. I'm not sure this is the right approach. I'll take the action item to follow up. That's a really innovative approach. We have three items on the agenda today. The project timeline is on track. We should schedule a follow-up meeting. I'll send out the meeting notes later. Here are the key metrics...,1259,32,0.5,0.167,1,0,0.681,11.4,0.917,1,1,3,3.4,0.487,62.8
MTG00710,All-Hands,2025-10-15,53,20,We're going in circles on this topic. I don't think we have enough information to decide. That's a really innovative approach. This is exactly what we need. Well done. This doesn't align with our objectives. Let me share my screen to show the data. I'll send out the meeting notes later. We should have resolved this weeks ago. I'll take the action item to follow up. The deadline for this is next Friday. I'll take the action item to follow up. We have three items on the agenda today. That's a real...,1056,26,0.445,0.208,0,1,0.377,2.65,0.896,7,2,2,2.8,0.358,45.8
MTG00711,Planning,2025-11-05,62,4,Let me share my screen to show the data. Great idea! Let's explore that further. We have three items on the agenda today. Let's move to the next topic. The deadline for this is next Friday. I think we've reached a good decision here. I agree with this approach. It makes sense. I agree with this approach. It makes sense. Excellent point. I hadn't considered that. We should schedule a follow-up meeting. I agree with this approach. It makes sense. We should schedule a follow-up meeting. I disagree ...,994,25,0.502,0.247,1,0,0.661,15.5,0.876,1,5,2,3.8,0.694,69.7
MTG00712,Brainstorming,2025-09-28,67,5,That's a really innovative approach. This is exactly what we need. Well done. I think we've reached a good decision here. This meeting could have been an email. The project timeline is on track. We should schedule a follow-up meeting. Can everyone see the presentation? We should have resolved this weeks ago. That's a really innovative approach. I agree with this approach. It makes sense. This is exactly what we need. Well done. This is exactly what we need. Well done. I'm excited about this dire...,1129,28,0.584,0.228,1,1,0.701,13.4,0.886,2,5,2,4.5,0.72,82.5
MTG00713,Brainstorming,2025-09-06,44,5,This solution addresses our concerns perfectly. Let's move to the next topic. I agree with this approach. It makes sense. This solution addresses our concerns perfectly. The project timeline is on track. Can everyone see the presentation? The project timeline is on track. This is exactly what we need. Well done. This seems like a waste of time honestly. I'll send out the meeting notes later. Here are the key metrics from last week. We've discussed this several times already. I'm concerned about ...,971,25,0.508,0.22,0,0,0.653,8.8,0.89,0,7,1,2.7,0.384,49.8
MTG00714,Status Update,2025-10-28,35,8,I'm not sure this is the right approach. We should schedule a follow-up meeting. Great idea! Let's explore that further. I appreciate everyone's input today. I'll take the action item to follow up. I'll take the action item to follow up. I appreciate everyone's input today. Here are the key metrics from last week. Here are the key metrics from last week. The project timeline is on track. We should have resolved this weeks ago. Here are the key metrics from last week. Let's move to the next topic...,959,24,0.54,0.227,0,0,0.839,4.38,0.887,3,0,1,2.6,,45.1
MTG00715,Brainstorming,2025-06-25,33,5,I disagree with this direction completely. I disagree with this direction completely. Great idea! Let's explore that further. I'm excited about this direction. Let's move forward. Can everyone see the presentation? This doesn't align with our objectives. The project timeline is on track. We should schedule a follow-up meeting. We should have resolved this weeks ago. Excellent point. I hadn't considered that. I disagree with this direction completely. I'll take the action item to follow up. I app...,688,17,0.536,0.22,1,1,0.693,6.6,0.89,2,6,0,4.9,0.753,81.4
MTG00716,Brainstorming,2025-09-06,45,5,We have three items on the agenda today. The deadline for this is next Friday. This seems like a waste of time honestly. I think we've reached a good decision here. I'm excited about this direction. Let's move forward. This is exactly what we need. Well done. The project timeline is on track. Here are the key metrics from last week. Can everyone see the presentation? This seems like a waste of time honestly. We're going in circles on this topic. This doesn't align with our objectives. I'm not su...,883,22,0.5,0.205,1,1,0.655,9.0,0.898,3,2,1,3.7,0.645,73.8
MTG00717,Brainstorming,2025-10-17,58,5,Great idea! Let's explore that further. I'll send out the meeting notes later. Can everyone see the presentation? I appreciate everyone's input today. This is exactly what we need. Well done. Let's move to the next topic. I don't think we have enough information to decide. I'm excited about this direction. Let's move forward. Let me share my screen to show the data. This is exactly what we need. Well done. I'll send out the meeting notes later. I'll take the action item to follow up. This soluti...,1240,31,0.556,0.175,1,1,0.922,11.6,0.913,1,2,2,4.1,0.815,81.9
MTG00718,Review,2025-10-11,21,6,Excellent point. I hadn't considered that. The project timeline is on track. I disagree with this direction completely. The project timeline is on track. This is exactly what we need. Well done. I'm excited about this direction. Let's move forward. Let's move to the next topic. This is exactly what we need. Well done. We should schedule a follow-up meeting. This meeting could have been an email. Great idea! Let's explore that further. Let's move to the next topic. Great idea! Let's explore that ...,677,17,0.575,0.2,1,0,0.883,3.5,0.9,2,4,3,3.6,0.577,75.1
MTG00719,Review,2025-09-13,59,3,This solution addresses our concerns perfectly. Excellent point. I hadn't considered that. That's a really innovative approach. Can everyone see the presentation? I think we've reached a good decision here. Let's move to the next topic. We have three items on the agenda today. I appreciate everyone's input today. Excellent point. I hadn't considered that. The deadline for this is next Friday. I agree with this approach. It makes sense. We have three items on the agenda today. I agree with this a...,1099,27,0.611,0.179,1,1,0.772,19.67,0.91,0,2,1,4.4,0.733,79.2
MTG00720,Review,2025-10-04,30,3,This solution addresses our concerns perfectly. I'll take the action item to follow up. Let me share my screen to show the data. I appreciate everyone's input today. Great idea! Let's explore that further. I agree with this approach. It makes sense. I agree with this approach. It makes sense. Here are the key metrics from last week. That's a really innovative approach. We're making great progress on this. This solution addresses our concerns perfectly. I'll send out the meeting notes later. I ag...,848,21,0.578,0.188,1,1,0.773,10.0,0.906,1,1,3,4.1,0.573,76.5
MTG00721,Review,2025-11-01,22,3,I think we've reached a good decision here. We have three items on the agenda today. I don't think we have enough information to decide. I'll send out the meeting notes later. I agree with this approach. It makes sense. That's a really innovative approach. This is exactly what we need. Well done. I think we've reached a good decision here. That's a really innovative approach. Great idea! Let's explore that further. Excellent point. I hadn't considered that. I appreciate everyone's input today....,498,12,0.626,0.219,1,1,0.791,7.33,0.891,1,2,2,4.0,0.7,79.6
MTG00722,Decision-Making,2025-07-10,49,5,We're making great progress on this. I'm excited about this direction. Let's move forward. Can everyone see the presentation? I think we've reached a good decision here. We have three items on the agenda today. I'll send out the meeting notes later. Let me share my screen to show the data. This meeting could have been an email. I'll take the action item to follow up. I'll send out the meeting notes later. Let's move to the next topic. This meeting could have been an email. This solution addresse...,1248,31,0.484,0.197,0,1,0.584,9.8,0.902,1,3,1,3.3,0.415,53.8
MTG00723,Decision-Making,2025-11-01,53,4,This is exactly what we need. Well done. I appreciate everyone's input today. I'm concerned about the timeline here. The deadline for this is next Friday. This is exactly what we need. Well done. I'll take the action item to follow up. Here are the key metrics from last week. Here are the key metrics from last week. The project timeline is on track. This is exactly what we need. Well done. I agree with this approach. It makes sense. I'm concerned about the timeline here. We should schedule a fol...,1230,31,0.548,0.214,1,1,0.459,13.25,0.893,2,3,2,3.7,0.706,71.8
MTG00724,One-on-One,2025-07-29,43,2,I appreciate everyone's input today. Let me share my screen to show the data. That's a really innovative approach. We have three items on the agenda today. I agree with this approach. It makes sense. This is exactly what we need. Well done. I'll send out the meeting notes later. I'm not sure this is the right approach. Great idea! Let's explore that further. I'll take the action item to follow up. Great idea! Let's explore that further. The project timeline is on track. Excellent point. I hadn't...,995,25,0.576,0.193,1,1,0.804,21.5,0.903,0,2,1,4.6,0.572,79.2
MTG00725,Retrospective,2025-09-24,57,4,Can everyone see the presentation? This solution addresses our concerns perfectly. I don't think we have enough information to decide. Let me share my screen to show the data. I appreciate everyone's input today. That's a really innovative approach. I disagree with this direction completely. This doesn't align with our objectives. I appreciate everyone's input today. Here are the key metrics from last week. We've discussed this several times already. We should have resolved this weeks ago. We sh...,1101,27,0.568,0.222,1,1,0.7,14.25,0.889,0,2,0,3.8,0.737,76.2
MTG00726,All-Hands,2025-07-16,35,49,This solution addresses our concerns perfectly. Can everyone see the presentation? I'm concerned about the timeline here. We should schedule a follow-up meeting. I disagree with this direction completely. I disagree with this direction completely. This doesn't align with our objectives. I'll send out the meeting notes later. Let me share my screen to show the data. I'll take the action item to follow up. I'll take the action item to follow up. I don't think we have enough information to decide. ...,796,19,0.427,0.241,1,1,0.474,0.71,0.88,9,2,4,3.9,0.646,67.6
MTG00727,Planning,2025-07-01,58,7,I think we've reached a good decision here. Here are the key metrics from last week. I agree with this approach. It makes sense. I'm excited about this direction. Let's move forward. I'm excited about this direction. Let's move forward. Here are the key metrics from last week. The deadline for this is next Friday. Great idea! Let's explore that further. We should schedule a follow-up meeting. I'm excited about this direction. Let's move forward. Here are the key metrics from last week. This is e...,1221,29,0.593,0.236,1,1,0.798,8.29,0.882,5,1,3,4.3,0.697,77.0
MTG00728,All-Hands,2025-08-06,87,34,This seems like a waste of time honestly. I think we've reached a good decision here. I'm concerned about the timeline here. The deadline for this is next Friday. I don't think we have enough information to decide. Here are the key metrics from last week. We've discussed this several times already. I'm excited about this direction. Let's move forward. Great idea! Let's explore that further. The project timeline is on track. We're going in circles on this topic. I think we've reached a good decis...,1748,43,0.481,0.238,1,1,0.568,2.56,0.881,8,6,3,4.0,0.596,77.0
MTG00729,All-Hands,2025-06-05,63,56,Let's move to the next topic. This meeting could have been an email. This solution addresses our concerns perfectly. I'm concerned about the timeline here. That's a really innovative approach. This is exactly what we need. Well done. The project timeline is on track. Let me share my screen to show the data. Can everyone see the presentation? Great idea! Let's explore that further. Let's move to the next topic. I appreciate everyone's input today. I agree with this approach. It makes sense. The d...,1134,29,0.547,0.206,1,1,0.553,1.12,0.897,23,3,2,3.8,0.548,74.2
MTG00730,All-Hands,2025-08-02,92,44,I'll send out the meeting notes later. This solution addresses our concerns perfectly. This seems like a waste of time honestly. We have three items on the agenda today. I'll take the action item to follow up. Great idea! Let's explore that further. That's a really innovative approach. We should schedule a follow-up meeting. This seems like a waste of time honestly. We've discussed this several times already. This is exactly what we need. Well done. I'll take the action item to follow up. The pr...,1781,44,0.509,0.179,1,1,0.439,2.09,0.91,11,2,5,4.0,0.604,68.8
MTG00731,All-Hands,2025-09-17,31,42,We've discussed this several times already. I'll take the action item to follow up. Here are the key metrics from last week. This solution addresses our concerns perfectly. Let me share my screen to show the data. I'm not sure this is the right approach. We've discussed this several times already. I appreciate everyone's input today. I disagree with this direction completely. Great idea! Let's explore that further. This meeting could have been an email. We're going in circles on this topic. We'v...,681,16,0.464,0.197,1,0,0.583,0.74,0.902,16,1,2,3.4,0.422,59.4
MTG00732,Decision-Making,2025-10-25,42,4,I'll send out the meeting notes later. This is exactly what we need. Well done. The project timeline is on track. Excellent point. I hadn't considered that. This meeting could have been an email. We should schedule a follow-up meeting. I appreciate everyone's input today. This doesn't align with our objectives. Let me share my screen to show the data. I don't think we have enough information to decide. Excellent point. I hadn't considered that. I'm excited about this direction. Let's move forwar...,1054,26,0.539,0.209,1,1,0.752,10.5,0.896,0,3,3,4.3,0.566,79.0
MTG00733,Standup,2025-06-08,16,3,This solution addresses our concerns perfectly. I'm not sure this is the right approach. The project timeline is on track. We have three items on the agenda today. We should schedule a follow-up meeting. We should schedule a follow-up meeting. This seems like a waste of time honestly. I'm not sure this is the right approach. This doesn't align with our objectives. This meeting could have been an email. Here are the key metrics from last week. We've discussed this several times already....,490,12,0.4,0.169,0,1,0.885,5.33,0.915,1,5,1,3.2,0.588,63.9
MTG00734,Brainstorming,2025-11-02,55,6,That's a really innovative approach. The project timeline is on track. I'm excited about this direction. Let's move forward. I agree with this approach. It makes sense. I'll take the action item to follow up. I'll take the action item to follow up. I'll take the action item to follow up. We should have resolved this weeks ago. I'm concerned about the timeline here. We have three items on the agenda today. The deadline for this is next Friday. I don't think we have enough information to decide. I...,1212,29,0.47,0.197,0,0,0.593,9.17,0.901,2,2,0,3.1,0.377,41.7
MTG00735,Planning,2025-08-02,42,4,I'm concerned about the timeline here. I appreciate everyone's input today. Excellent point. I hadn't considered that. I disagree with this direction completely. I don't think we have enough information to decide. This is exactly what we need. Well done. We're making great progress on this. We're making great progress on this. I disagree with this direction completely. Here are the key metrics from last week. Let's move to the next topic. This seems like a waste of time honestly. We have three i...,840,20,0.507,0.216,0,0,0.645,10.5,0.892,0,5,0,3.7,0.468,49.6
MTG00736,Brainstorming,2025-06-09,51,5,This is exactly what we need. Well done. I think we've reached a good decision here. Let's move to the next topic. Let me share my screen to show the data. The deadline for this is next Friday. I appreciate everyone's input today. I'm excited about this direction. Let's move forward. I disagree with this direction completely. Let me share my screen to show the data. I agree with this approach. It makes sense. I'll send out the meeting notes later. I'm excited about this direction. Let's move for...,895,22,0.602,0.206,1,1,0.831,10.2,0.897,2,1,6,4.3,0.771,78.3
MTG00737,Retrospective,2025-10-02,32,3,We're making great progress on this. The project timeline is on track. The deadline for this is next Friday. The deadline for this is next Friday. I agree with this approach. It makes sense. Let me share my screen to show the data. The deadline for this is next Friday. I agree with this approach. It makes sense. We should schedule a follow-up meeting. This meeting could have been an email. That's a really innovative approach. The deadline for this is next Friday. We have three items on the agend...,866,22,0.518,0.184,1,0,0.614,10.67,0.908,0,4,3,4.0,0.585,67.3
MTG00738,One-on-One,2025-09-09,12,2,I'll take the action item to follow up. I disagree with this direction completely. I'll take the action item to follow up. I agree with this approach. It makes sense. I disagree with this direction completely. The deadline for this is next Friday. The project timeline is on track. Let's move to the next topic. This seems like a waste of time honestly. Let me share my screen to show the data. Let's move to the next topic. I'm concerned about the timeline here. Here are the key metrics from last w...,582,15,0.505,0.19,0,1,0.754,6.0,0.905,1,3,4,3.2,0.578,58.5
MTG00739,One-on-One,2025-05-12,15,2,The project timeline is on track. I'll send out the meeting notes later. This seems like a waste of time honestly. We've discussed this several times already. We're making great progress on this. We should schedule a follow-up meeting. I'm not sure this is the right approach. I appreciate everyone's input today. We're making great progress on this. Excellent point. I hadn't considered that. I'll send out the meeting notes later. The project timeline is on track. This is exactly what we need. Wel...,756,19,0.541,0.195,1,0,0.637,7.5,0.902,1,0,0,3.4,,60.3
MTG00740,Retrospective,2025-05-23,43,3,The deadline for this is next Friday. Excellent point. I hadn't considered that. I don't think we have enough information to decide. This solution addresses our concerns perfectly. This doesn't align with our objectives. We have three items on the agenda today. I'll send out the meeting notes later. Let's move to the next topic. Let me share my screen to show the data. Let's move to the next topic. The project timeline is on track. We should have resolved this weeks ago. We have three items on t...,846,21,0.509,0.16,1,1,0.616,14.33,0.92,0,3,2,3.6,0.597,75.4
MTG00741,Standup,2025-08-16,17,3,I'll send out the meeting notes later. We should have resolved this weeks ago. Here are the key metrics from last week. Let me share my screen to show the data. That's a really innovative approach. Here are the key metrics from last week. I disagree with this direction completely. I'm excited about this direction. Let's move forward. I'll take the action item to follow up. I appreciate everyone's input today. Here are the key metrics from last week. I think we've reached a good decision here. Th...,769,19,0.562,0.213,0,0,0.606,5.67,0.893,0,3,1,2.5,0.435,45.8
MTG00742,Decision-Making,2025-10-30,33,5,Excellent point. I hadn't considered that. That's a really innovative approach. This seems like a waste of time honestly. Here are the key metrics from last week. We're going in circles on this topic. The project timeline is on track. Can everyone see the presentation? This is exactly what we need. Well done. We're going in circles on this topic. I think we've reached a good decision here. Let's move to the next topic. I think we've reached a good decision here. The project timeline is on track....,980,25,0.489,0.207,1,0,0.874,6.6,0.896,0,1,3,3.9,0.6,67.1
MTG00743,Decision-Making,2025-09-23,9,4,That's a really innovative approach. I'll send out the meeting notes later. We should schedule a follow-up meeting. I'll send out the meeting notes later. We're making great progress on this. I'll take the action item to follow up. I disagree with this direction completely. This is exactly what we need. Well done. I'm not sure this is the right approach. Here are the key metrics from last week. We should schedule a follow-up meeting....,437,11,0.53,0.206,1,1,0.635,2.25,0.897,1,4,5,4.1,0.739,77.9
MTG00744,Brainstorming,2025-08-02,36,6,Here are the key metrics from last week. I agree with this approach. It makes sense. We should have resolved this weeks ago. We should schedule a follow-up meeting. Here are the key metrics from last week. The project timeline is on track. We should have resolved this weeks ago. I appreciate everyone's input today. The project timeline is on track. This is exactly what we need. Well done. I think we've reached a good decision here. This meeting could have been an email. I appreciate everyone's i...,718,18,0.564,0.248,1,1,0.779,6.0,0.876,2,3,2,4.2,0.594,79.9
MTG00745,All-Hands,2025-06-13,47,59,We should schedule a follow-up meeting. Let me share my screen to show the data. The project timeline is on track. This solution addresses our concerns perfectly. The project timeline is on track. I'm not sure this is the right approach. I'll send out the meeting notes later. This is exactly what we need. Well done. I'm concerned about the timeline here. This solution addresses our concerns perfectly. Let me share my screen to show the data. Can everyone see the presentation? Great idea! Let's e...,922,23,0.58,0.22,0,1,0.771,0.8,0.89,17,2,2,3.0,0.445,58.2
MTG00746,Standup,2025-08-28,14,3,The deadline for this is next Friday. This solution addresses our concerns perfectly. Let's move to the next topic. I'm excited about this direction. Let's move forward. I'm excited about this direction. Let's move forward. The deadline for this is next Friday. That's a really innovative approach. I'll send out the meeting notes later. We're making great progress on this. I think we've reached a good decision here. I appreciate everyone's input today. Excellent point. I hadn't considered that. T...,700,17,0.593,0.228,1,1,0.701,4.67,0.886,2,3,1,4.5,0.637,78.7
MTG00747,Review,2025-05-29,27,3,I disagree with this direction completely. Here are the key metrics from last week. I'm excited about this direction. Let's move forward. This seems like a waste of time honestly. Excellent point. I hadn't considered that. I'm concerned about the timeline here. I disagree with this direction completely. Here are the key metrics from last week. I agree with this approach. It makes sense. Let's move to the next topic. I'll send out the meeting notes later. This is exactly what we need. Well done. ...,666,16,0.486,0.229,1,1,0.741,9.0,0.886,1,1,0,4.2,0.611,73.5
MTG00748,All-Hands,2025-08-13,74,32,The deadline for this is next Friday. This solution addresses our concerns perfectly. This seems like a waste of time honestly. This is exactly what we need. Well done. This meeting could have been an email. This is exactly what we need. Well done. I appreciate everyone's input today. Here are the key metrics from last week. I'll take the action item to follow up. I'm concerned about the timeline here. I don't think we have enough information to decide. The project timeline is on track. This mee...,1499,36,0.447,0.23,1,1,0.409,2.31,0.885,12,1,3,3.8,0.63,64.4
MTG00749,Planning,2025-09-19,75,4,I think we've reached a good decision here. We have three items on the agenda today. The project timeline is on track. I think we've reached a good decision here. We've discussed this several times already. I agree with this approach. It makes sense. We should schedule a follow-up meeting. Here are the key metrics from last week. We're making great progress on this. The deadline for this is next Friday. Great idea! Let's explore that further. Excellent point. I hadn't considered that. The projec...,1442,34,0.618,0.209,1,1,0.735,18.75,0.895,1,4,2,4.1,0.777,82.2
MTG00750,Decision-Making,2025-06-02,59,4,I'll send out the meeting notes later. We're making great progress on this. That's a really innovative approach. I agree with this approach. It makes sense. I'm concerned about the timeline here. I appreciate everyone's input today. We should schedule a follow-up meeting. Let's move to the next topic. I'm not sure this is the right approach. I'm not sure this is the right approach. Here are the key metrics from last week. I'm excited about this direction. Let's move forward. The deadline for thi...,1093,27,0.602,0.22,1,0,0.931,14.75,0.89,1,2,5,3.8,0.686,72.7
MTG00751,All-Hands,2025-10-23,63,59,This is exactly what we need. Well done. We should schedule a follow-up meeting. Let me share my screen to show the data. I'm excited about this direction. Let's move forward. I don't think we have enough information to decide. This doesn't align with our objectives. I'm concerned about the timeline here. The project timeline is on track. The project timeline is on track. I disagree with this direction completely. Let's move to the next topic. This seems like a waste of time honestly. This is ex...,1427,35,0.533,0.196,0,1,0.694,1.07,0.902,20,3,3,2.9,0.547,57.5
MTG00752,All-Hands,2025-05-30,43,33,I think we've reached a good decision here. I appreciate everyone's input today. Let's move to the next topic. I don't think we have enough information to decide. This meeting could have been an email. I'm excited about this direction. Let's move forward. This doesn't align with our objectives. The project timeline is on track. The deadline for this is next Friday. We're going in circles on this topic. Here are the key metrics from last week. We've discussed this several times already. We've dis...,967,24,0.503,0.206,0,1,0.759,1.3,0.897,13,2,2,3.1,0.515,56.5
MTG00753,Review,2025-10-20,37,3,This doesn't align with our objectives. We have three items on the agenda today. Let's move to the next topic. I don't think we have enough information to decide. We've discussed this several times already. Excellent point. I hadn't considered that. Let me share my screen to show the data. Let's move to the next topic. Let's move to the next topic. We should schedule a follow-up meeting. Let me share my screen to show the data. That's a really innovative approach. I'm concerned about the timelin...,770,20,0.535,0.236,0,1,0.449,12.33,0.882,1,1,0,2.6,0.334,47.2
MTG00754,All-Hands,2025-06-26,51,27,This seems like a waste of time honestly. This seems like a waste of time honestly. Here are the key metrics from last week. Here are the key metrics from last week. We should schedule a follow-up meeting. This doesn't align with our objectives. We should schedule a follow-up meeting. I'm concerned about the timeline here. I'll send out the meeting notes later. We should schedule a follow-up meeting. We're making great progress on this. Can everyone see the presentation? I'll send out the meetin...,1228,31,0.426,0.213,1,1,0.591,1.89,0.893,12,1,1,3.4,0.505,68.7
MTG00755,Standup,2025-09-17,10,3,This is exactly what we need. Well done. Let me share my screen to show the data. I'm excited about this direction. Let's move forward. Here are the key metrics from last week. We've discussed this several times already. Let me share my screen to show the data. I appreciate everyone's input today. Great idea! Let's explore that further. We have three items on the agenda today. I disagree with this direction completely. I'll take the action item to follow up. I'll send out the meeting notes later...,700,17,0.582,0.184,0,1,0.693,3.33,0.908,0,2,3,2.7,0.511,56.6
MTG00756,One-on-One,2025-08-11,30,2,The project timeline is on track. This is exactly what we need. Well done. We should schedule a follow-up meeting. I appreciate everyone's input today. That's a really innovative approach. We have three items on the agenda today. We're making great progress on this. This is exactly what we need. Well done. The deadline for this is next Friday. I don't think we have enough information to decide. We should have resolved this weeks ago. We should schedule a follow-up meeting. Let's move to the next...,575,15,0.529,0.212,1,0,0.512,15.0,0.894,0,3,2,3.7,0.617,62.8
